id,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
347,2022,Senior Level,Full Time,Data Scientist,95550,US,on_site,US,M
348,2022,Senior Level,Full Time,Data Engineer,113000,US,on_site,US,L
349,2022,Senior Level,Full Time,Data Analyst,135000,US,fully_remote,US,M
350,2022,Senior Level,Full Time,Data Science Manager,161342,US,fully_remote,US,M
351,2022,Senior Level,Full Time,Data Science Manager,137141,US,fully_remote,US,M
352,2022,Senior Level,Full Time,Data Scientist,167000,US,fully_remote,US,M
353,2022,Senior Level,Full Time,Data Scientist,123000,US,fully_remote,US,M
354,2022,Senior Level,Full Time,Data Engineer,78526,GB,on_site,GB,M
355,2022,Senior Level,Full Time,Data Engineer,65438,GB,on_site,GB,M
356,2022,Senior Level,Full Time,Data Scientist,150000,US,on_site,US,M
357,2022,Senior Level,Full Time,Data Scientist,211500,US,fully_remote,US,M
358,2022,Senior Level,Full Time,Data Architect,192400,CA,fully_remote,CA,M
359,2022,Senior Level,Full Time,Data Architect,90700,CA,fully_remote,CA,M
360,2022,Senior Level,Full Time,Data Analyst,130000,CA,fully_remote,CA,M
361,2022,Senior Level,Full Time,Data Analyst,61300,CA,fully_remote,CA,M
362,2022,Senior Level,Full Time,Data Analyst,130000,CA,fully_remote,CA,M
363,2022,Senior Level,Full Time,Data Analyst,61300,CA,fully_remote,CA,M
364,2022,Senior Level,Full Time,Data Engineer,160000,US,on_site,US,L
365,2022,Senior Level,Full Time,Data Scientist,138600,US,fully_remote,US,M
366,2022,Senior Level,Full Time,Data Engineer,136000,US,on_site,US,M
367,2022,Mid Level,Full Time,Data Analyst,58000,US,on_site,US,S
368,2022,Expert Level,Full Time,Data Analytics Engineer,135000,US,fully_remote,US,M
369,2022,Senior Level,Full Time,Data Scientist,170000,US,fully_remote,US,M
370,2022,Senior Level,Full Time,Data Scientist,123000,US,fully_remote,US,M
371,2022,Senior Level,Full Time,Machine Learning Engineer,189650,US,on_site,US,M
372,2022,Senior Level,Full Time,Machine Learning Engineer,164996,US,on_site,US,M
373,2022,Mid Level,Full Time,ETL Developer,54957,GR,on_site,GR,M
374,2022,Mid Level,Full Time,ETL Developer,54957,GR,on_site,GR,M
375,2022,Expert Level,Full Time,Lead Data Engineer,118187,CA,fully_remote,CA,S
376,2022,Senior Level,Full Time,Data Analyst,132000,US,on_site,US,M
377,2022,Senior Level,Full Time,Data Engineer,165400,US,fully_remote,US,M
378,2022,Senior Level,Full Time,Data Architect,208775,US,fully_remote,US,M
379,2022,Senior Level,Full Time,Data Architect,147800,US,fully_remote,US,M
380,2022,Senior Level,Full Time,Data Engineer,136994,US,fully_remote,US,M
381,2022,Senior Level,Full Time,Data Engineer,101570,US,fully_remote,US,M
382,2022,Senior Level,Full Time,Data Analyst,128875,US,fully_remote,US,M
383,2022,Senior Level,Full Time,Data Analyst,93700,US,fully_remote,US,M
384,2022,Expert Level,Full Time,Head of Machine Learning,79039,IN,partially_remotly,IN,L
385,2022,Senior Level,Full Time,Data Engineer,132320,US,fully_remote,US,M
386,2022,Entry Level,Full Time,Machine Learning Engineer,37300,GB,fully_remote,GB,L
387,2022,Senior Level,Full Time,Data Analyst,164000,US,on_site,US,M
388,2022,Senior Level,Full Time,Data Engineer,155000,US,fully_remote,US,M
389,2022,Mid Level,Full Time,Machine Learning Engineer,124333,GB,on_site,GB,M
390,2022,Mid Level,Full Time,Machine Learning Engineer,98158,GB,on_site,GB,M
391,2022,Mid Level,Full Time,AI Scientist,120000,US,on_site,US,M
392,2022,Senior Level,Full Time,Data Analyst,112900,US,fully_remote,US,M
393,2022,Senior Level,Full Time,Data Analyst,90320,US,fully_remote,US,M
394,2022,Senior Level,Full Time,Data Analytics Manager,145000,US,fully_remote,US,M
395,2022,Senior Level,Full Time,Data Analytics Manager,105400,US,fully_remote,US,M
396,2022,Mid Level,Full Time,Machine Learning Engineer,87932,FR,fully_remote,DE,M
397,2022,Mid Level,Full Time,Data Engineer,117789,GB,on_site,GB,M
398,2022,Senior Level,Full Time,Data Scientist,215300,US,fully_remote,US,L
399,2022,Senior Level,Full Time,Data Scientist,158200,US,fully_remote,US,L
400,2022,Senior Level,Full Time,Data Engineer,209100,US,fully_remote,US,L
401,2022,Senior Level,Full Time,Data Engineer,154600,US,fully_remote,US,L
402,2022,Senior Level,Full Time,Data Analyst,115934,US,on_site,US,M
403,2022,Senior Level,Full Time,Data Analyst,81666,US,on_site,US,M
404,2022,Senior Level,Full Time,Data Engineer,175000,US,fully_remote,US,M
405,2022,Mid Level,Full Time,Data Engineer,98158,GB,on_site,GB,M
406,2022,Mid Level,Full Time,Data Analyst,58000,US,on_site,US,S
407,2022,Senior Level,Full Time,Data Engineer,183600,US,fully_remote,US,L
408,2022,Mid Level,Full Time,Data Analyst,52351,GB,fully_remote,GB,M
409,2022,Senior Level,Full Time,Data Scientist,180000,US,fully_remote,US,M
410,2022,Mid Level,Full Time,Data Scientist,71982,GB,on_site,GB,M
411,2022,Mid Level,Full Time,Data Scientist,45807,GB,on_site,GB,M
412,2022,Mid Level,Full Time,Data Engineer,65949,GR,fully_remote,GR,M
413,2022,Mid Level,Full Time,Data Engineer,49461,GR,fully_remote,GR,M
414,2022,Mid Level,Full Time,Data Engineer,78526,GB,fully_remote,GB,M
415,2022,Mid Level,Full Time,Data Engineer,58894,GB,fully_remote,GB,M
416,2022,Senior Level,Full Time,Data Scientist,260000,US,fully_remote,US,M
417,2022,Senior Level,Full Time,Data Science Engineer,60000,AR,fully_remote,MX,L
418,2022,Mid Level,Full Time,Data Engineer,63900,US,on_site,US,M
419,2022,Mid Level,Full Time,Machine Learning Scientist,160000,US,fully_remote,US,L
420,2022,Mid Level,Full Time,Machine Learning Scientist,112300,US,fully_remote,US,L
421,2022,Mid Level,Full Time,Data Science Manager,241000,US,fully_remote,US,M
422,2022,Mid Level,Full Time,Data Science Manager,159000,US,fully_remote,US,M
423,2022,Senior Level,Full Time,Data Scientist,180000,US,on_site,US,M
424,2022,Senior Level,Full Time,Data Scientist,80000,US,on_site,US,M
425,2022,Mid Level,Full Time,Data Engineer,82900,US,on_site,US,M
426,2022,Senior Level,Full Time,Data Engineer,100800,US,fully_remote,US,L
427,2022,Mid Level,Full Time,Data Engineer,49461,ES,fully_remote,ES,M
428,2022,Senior Level,Full Time,Data Scientist,140400,US,on_site,US,L
429,2022,Mid Level,Full Time,Data Analyst,39263,GB,fully_remote,GB,M
430,2022,Mid Level,Full Time,Data Analyst,43966,ES,fully_remote,ES,M
431,2022,Mid Level,Full Time,Data Analyst,32974,ES,fully_remote,ES,M
432,2022,Mid Level,Full Time,Data Engineer,87932,ES,fully_remote,ES,M
433,2022,Mid Level,Full Time,Data Engineer,76940,ES,fully_remote,ES,M
434,2022,Mid Level,Full Time,Data Engineer,104702,GB,fully_remote,GB,M
435,2022,Mid Level,Full Time,Data Engineer,91614,GB,fully_remote,GB,M
436,2022,Mid Level,Full Time,Data Engineer,65949,ES,fully_remote,ES,M
437,2022,Mid Level,Full Time,Data Engineer,87932,GR,fully_remote,GR,M
438,2022,Senior Level,Full Time,Machine Learning Engineer,189650,US,on_site,US,M
439,2022,Senior Level,Full Time,Machine Learning Engineer,164996,US,on_site,US,M
440,2022,Mid Level,Full Time,Data Analyst,43966,GR,fully_remote,GR,M
441,2022,Mid Level,Full Time,Data Analyst,32974,GR,fully_remote,GR,M
442,2022,Mid Level,Full Time,Data Engineer,98158,GB,fully_remote,GB,M
443,2022,Mid Level,Full Time,Data Engineer,78526,GB,fully_remote,GB,M
444,2022,Senior Level,Full Time,Data Scientist,215300,US,on_site,US,L
445,2022,Mid Level,Full Time,Data Engineer,76940,GR,fully_remote,GR,M
446,2022,Senior Level,Full Time,Data Engineer,209100,US,fully_remote,US,L
447,2022,Senior Level,Full Time,Data Engineer,154600,US,fully_remote,US,L
448,2022,Senior Level,Full Time,Data Engineer,180000,US,fully_remote,US,M
449,2022,Entry Level,Full Time,ML Engineer,21983,PT,fully_remote,PT,L
450,2022,Senior Level,Full Time,Data Engineer,80000,US,fully_remote,US,M
451,2022,Mid Level,Full Time,Machine Learning Developer,78791,CA,fully_remote,CA,M
452,2022,Expert Level,Full Time,Director of Data Science,196979,CA,partially_remotly,CA,L
453,2022,Mid Level,Full Time,Machine Learning Engineer,120000,US,fully_remote,US,S
454,2022,Entry Level,Full Time,Computer Vision Engineer,125000,US,on_site,US,M
455,2022,Mid Level,Full Time,NLP Engineer,37236,US,partially_remotly,US,L
456,2022,Senior Level,Full Time,Data Engineer,105000,US,fully_remote,US,M
457,2022,Senior Level,Full Time,Lead Machine Learning Engineer,87932,DE,on_site,DE,M
458,2022,Mid Level,Full Time,BI Data Analyst,18442,IN,fully_remote,IN,M
459,2022,Mid Level,Full Time,Data Scientist,31615,IN,fully_remote,IN,L
460,2022,Mid Level,Full Time,Machine Learning Infrastructure Engineer,58255,PT,partially_remotly,PT,L
461,2022,Entry Level,Full Time,Financial Data Analyst,100000,US,partially_remotly,US,L
462,2022,Mid Level,Part Time,Data Engineer,54957,DE,partially_remotly,DE,L
463,2022,Entry Level,Full Time,Data Scientist,18442,IN,fully_remote,IN,M
464,2022,Senior Level,Full Time,Principal Data Scientist,162674,DE,fully_remote,DE,M
465,2022,Entry Level,Full Time,Data Engineer,120000,US,fully_remote,US,M
466,2022,Senior Level,Full Time,Research Scientist,144000,US,partially_remotly,US,L
467,2022,Senior Level,Full Time,Data Scientist,104890,US,fully_remote,US,M
468,2022,Senior Level,Full Time,Data Engineer,100000,US,fully_remote,US,M
469,2022,Senior Level,Full Time,Data Scientist,140000,US,fully_remote,US,M
470,2022,Mid Level,Full Time,Data Analyst,135000,US,fully_remote,US,M
471,2022,Mid Level,Full Time,Data Analyst,50000,US,fully_remote,US,M
472,2022,Senior Level,Full Time,Data Scientist,220000,US,fully_remote,US,M
473,2022,Senior Level,Full Time,Data Scientist,140000,US,fully_remote,US,M
474,2022,Mid Level,Full Time,Data Scientist,183228,GB,on_site,GB,M
475,2022,Mid Level,Full Time,Data Scientist,91614,GB,on_site,GB,M
476,2022,Senior Level,Full Time,Data Scientist,185100,US,fully_remote,US,M
477,2022,Senior Level,Full Time,Machine Learning Engineer,220000,US,fully_remote,US,M
478,2022,Mid Level,Full Time,Data Scientist,200000,US,fully_remote,US,M
479,2022,Mid Level,Full Time,Data Scientist,120000,US,fully_remote,US,M
480,2022,Senior Level,Full Time,Machine Learning Engineer,120000,AE,fully_remote,AE,S
481,2022,Senior Level,Full Time,Machine Learning Engineer,65000,AE,fully_remote,AE,S
482,2022,Expert Level,Full Time,Data Engineer,324000,US,fully_remote,US,M
483,2022,Expert Level,Full Time,Data Engineer,216000,US,fully_remote,US,M
484,2022,Senior Level,Full Time,Data Engineer,210000,US,fully_remote,US,M
485,2022,Senior Level,Full Time,Machine Learning Engineer,120000,US,fully_remote,US,M
486,2022,Senior Level,Full Time,Data Scientist,230000,US,fully_remote,US,M
487,2022,Entry Level,Part Time,Data Scientist,100000,DZ,partially_remotly,DZ,M
488,2022,Mid Level,Freelance,Data Scientist,100000,CA,fully_remote,US,M
489,2022,Entry Level,Contract,Applied Machine Learning Scientist,31875,TN,fully_remote,CZ,M
490,2022,Senior Level,Full Time,Head of Data,200000,MY,fully_remote,US,M
491,2022,Mid Level,Full Time,Principal Data Analyst,75000,CA,fully_remote,CA,S
492,2022,Mid Level,Full Time,Data Scientist,35590,PL,fully_remote,PL,L
493,2022,Senior Level,Full Time,Machine Learning Developer,78791,CA,fully_remote,CA,M
494,2022,Senior Level,Full Time,Data Scientist,100000,BR,fully_remote,US,M
495,2022,Mid Level,Full Time,Machine Learning Scientist,153000,US,partially_remotly,US,M
496,2022,Entry Level,Full Time,Data Engineer,58035,PK,fully_remote,DE,M
497,2022,Senior Level,Full Time,Data Scientist,165000,US,fully_remote,US,M
498,2022,Senior Level,Full Time,Research Scientist,93427,FR,partially_remotly,FR,L
499,2022,Entry Level,Full Time,Data Scientist,52396,CA,fully_remote,CA,L
500,2022,Senior Level,Full Time,Machine Learning Engineer,62651,NL,fully_remote,NL,L
501,2022,Mid Level,Full Time,Head of Data,32974,EE,fully_remote,EE,S
502,2022,Entry Level,Full Time,Data Scientist,40000,JP,fully_remote,MY,L
503,2022,Mid Level,Full Time,Machine Learning Engineer,87425,AU,fully_remote,AU,L
504,2022,Senior Level,Full Time,Data Engineer,115000,US,fully_remote,US,M
505,2022,Entry Level,Full Time,Data Scientist,86703,AU,partially_remotly,AU,M
506,2022,Mid Level,Full Time,Applied Machine Learning Scientist,75000,BO,fully_remote,US,L
507,2022,Mid Level,Full Time,Research Scientist,64849,AT,on_site,AT,L
508,2022,Entry Level,Full Time,Research Scientist,120000,US,fully_remote,US,L
509,2022,Mid Level,Full Time,Applied Data Scientist,157000,US,fully_remote,US,L
510,2022,Entry Level,Full Time,Computer Vision Engineer,150000,AU,fully_remote,AU,S
511,2022,Mid Level,Full Time,BI Data Analyst,70912,CA,partially_remotly,CA,L
512,2022,Entry Level,Full Time,Data Engineer,65000,US,fully_remote,US,S
513,2022,Senior Level,Full Time,Machine Learning Engineer,71444,IE,fully_remote,IE,S
514,2022,Entry Level,Full Time,Data Analytics Engineer,20000,PK,on_site,PK,M
515,2022,Mid Level,Full Time,Data Scientist,48000,RU,fully_remote,US,S
516,2022,Senior Level,Full Time,Data Science Manager,152500,US,fully_remote,US,M
517,2022,Mid Level,Full Time,Data Engineer,68147,FR,fully_remote,FR,M
518,2022,Mid Level,Full Time,Data Scientist,122346,CH,on_site,CH,L
519,2022,Senior Level,Full Time,Applied Data Scientist,380000,US,fully_remote,US,L
520,2022,Mid Level,Full Time,Data Scientist,69336,CA,fully_remote,CA,M
521,2022,Entry Level,Full Time,Computer Vision Engineer,10000,PT,fully_remote,LU,M
522,2022,Mid Level,Full Time,Data Analyst,20000,GR,fully_remote,GR,S
523,2022,Senior Level,Full Time,Data Analytics Lead,405000,US,fully_remote,US,L
524,2022,Mid Level,Full Time,Data Scientist,135000,US,fully_remote,US,L
525,2022,Senior Level,Full Time,Applied Data Scientist,177000,US,fully_remote,US,L
526,2022,Mid Level,Full Time,Data Scientist,78000,US,fully_remote,US,M
527,2022,Senior Level,Full Time,Data Analyst,135000,US,fully_remote,US,M
528,2022,Senior Level,Full Time,Data Analyst,100000,US,fully_remote,US,M
529,2022,Senior Level,Full Time,Data Analyst,90320,US,fully_remote,US,M
530,2022,Mid Level,Full Time,Data Analyst,85000,CA,on_site,CA,M
531,2022,Mid Level,Full Time,Data Analyst,75000,CA,on_site,CA,M
532,2022,Senior Level,Full Time,Machine Learning Engineer,214000,US,fully_remote,US,M
533,2022,Senior Level,Full Time,Machine Learning Engineer,192600,US,fully_remote,US,M
534,2022,Senior Level,Full Time,Data Architect,266400,US,fully_remote,US,M
535,2022,Senior Level,Full Time,Data Architect,213120,US,fully_remote,US,M
536,2022,Senior Level,Full Time,Data Analyst,112900,US,fully_remote,US,M
537,2022,Senior Level,Full Time,Data Engineer,155000,US,fully_remote,US,M
538,2022,Mid Level,Full Time,Data Scientist,141300,US,on_site,US,M
539,2022,Mid Level,Full Time,Data Scientist,102100,US,on_site,US,M
540,2022,Senior Level,Full Time,Data Analyst,115934,US,fully_remote,US,M
541,2022,Senior Level,Full Time,Data Analyst,81666,US,fully_remote,US,M
542,2022,Mid Level,Full Time,Data Engineer,206699,US,on_site,US,M
543,2022,Mid Level,Full Time,Data Engineer,99100,US,on_site,US,M
544,2022,Senior Level,Full Time,Data Engineer,130000,US,fully_remote,US,M
545,2022,Senior Level,Full Time,Data Engineer,115000,US,fully_remote,US,M
546,2022,Senior Level,Full Time,Data Engineer,110500,US,fully_remote,US,M
547,2022,Senior Level,Full Time,Data Engineer,130000,US,fully_remote,US,M
548,2022,Senior Level,Full Time,Data Analyst,99050,US,fully_remote,US,M
549,2022,Senior Level,Full Time,Data Engineer,160000,US,fully_remote,US,M
550,2022,Senior Level,Full Time,Data Scientist,205300,US,on_site,US,L
551,2022,Senior Level,Full Time,Data Scientist,140400,US,on_site,US,L
552,2022,Senior Level,Full Time,Data Scientist,176000,US,fully_remote,US,M
553,2022,Senior Level,Full Time,Data Scientist,144000,US,fully_remote,US,M
554,2022,Senior Level,Full Time,Data Engineer,200100,US,fully_remote,US,M
555,2022,Senior Level,Full Time,Data Engineer,160000,US,fully_remote,US,M
556,2022,Senior Level,Full Time,Data Engineer,145000,US,fully_remote,US,M
557,2022,Senior Level,Full Time,Data Engineer,70500,US,on_site,US,M
558,2022,Senior Level,Full Time,Data Scientist,205300,US,on_site,US,M
559,2022,Senior Level,Full Time,Data Scientist,140400,US,on_site,US,M
560,2022,Senior Level,Full Time,Data Analytics Engineer,205300,US,on_site,US,M
561,2022,Senior Level,Full Time,Data Analytics Engineer,184700,US,on_site,US,M
562,2022,Senior Level,Full Time,Data Engineer,175100,US,fully_remote,US,M
563,2022,Senior Level,Full Time,Data Engineer,140250,US,fully_remote,US,M
564,2022,Senior Level,Full Time,Data Analyst,116150,US,fully_remote,US,M
565,2022,Senior Level,Full Time,Data Engineer,54000,US,on_site,US,M
566,2022,Senior Level,Full Time,Data Analyst,170000,US,fully_remote,US,M
567,2022,Mid Level,Full Time,Data Analyst,65438,GB,on_site,GB,M
568,2022,Senior Level,Full Time,Data Analyst,80000,US,fully_remote,US,M
569,2022,Senior Level,Full Time,Data Scientist,140000,US,fully_remote,US,M
570,2022,Senior Level,Full Time,Data Scientist,210000,US,fully_remote,US,M
571,2022,Senior Level,Full Time,Data Scientist,140000,US,fully_remote,US,M
572,2022,Senior Level,Full Time,Data Analyst,100000,US,fully_remote,US,M
573,2022,Senior Level,Full Time,Data Analyst,69000,US,fully_remote,US,M
574,2022,Senior Level,Full Time,Data Scientist,210000,US,fully_remote,US,M
575,2022,Senior Level,Full Time,Data Scientist,140000,US,fully_remote,US,M
576,2022,Senior Level,Full Time,Data Scientist,210000,US,fully_remote,US,M
577,2022,Senior Level,Full Time,Data Analyst,150075,US,fully_remote,US,M
578,2022,Senior Level,Full Time,Data Engineer,100000,US,fully_remote,US,M
579,2022,Senior Level,Full Time,Data Engineer,25000,US,fully_remote,US,M
580,2022,Senior Level,Full Time,Data Analyst,126500,US,fully_remote,US,M
581,2022,Senior Level,Full Time,Data Analyst,106260,US,fully_remote,US,M
582,2022,Senior Level,Full Time,Data Engineer,220110,US,fully_remote,US,M
583,2022,Senior Level,Full Time,Data Engineer,160080,US,fully_remote,US,M
584,2022,Senior Level,Full Time,Data Analyst,105000,US,fully_remote,US,M
585,2022,Senior Level,Full Time,Data Analyst,110925,US,fully_remote,US,M
586,2022,Mid Level,Full Time,Data Analyst,45807,GB,on_site,GB,M
587,2022,Senior Level,Full Time,Data Scientist,140000,US,fully_remote,US,M
588,2022,Senior Level,Full Time,Data Analyst,99000,US,on_site,US,M
589,2022,Senior Level,Full Time,Data Analyst,60000,US,fully_remote,US,M
590,2022,Senior Level,Full Time,Data Architect,192564,US,fully_remote,US,M
591,2022,Senior Level,Full Time,Data Architect,144854,US,fully_remote,US,M
592,2022,Senior Level,Full Time,Data Scientist,230000,US,fully_remote,US,M
593,2022,Senior Level,Full Time,Data Scientist,150000,US,fully_remote,US,M
594,2022,Senior Level,Full Time,Data Analytics Manager,150260,US,fully_remote,US,M
595,2022,Senior Level,Full Time,Data Analytics Manager,109280,US,fully_remote,US,M
596,2022,Senior Level,Full Time,Data Scientist,210000,US,fully_remote,US,M
597,2022,Senior Level,Full Time,Data Analyst,170000,US,fully_remote,US,M
598,2022,Mid Level,Full Time,Data Scientist,160000,US,fully_remote,US,M
599,2022,Mid Level,Full Time,Data Scientist,130000,US,fully_remote,US,M
600,2022,Entry Level,Full Time,Data Analyst,67000,CA,on_site,CA,M
601,2022,Entry Level,Full Time,Data Analyst,52000,CA,on_site,CA,M
602,2022,Senior Level,Full Time,Data Engineer,154000,US,fully_remote,US,M
603,2022,Senior Level,Full Time,Data Engineer,126000,US,fully_remote,US,M
604,2022,Senior Level,Full Time,Data Analyst,129000,US,on_site,US,M
605,2022,Senior Level,Full Time,Data Analyst,150000,US,fully_remote,US,M
606,2022,Mid Level,Full Time,AI Scientist,200000,IN,fully_remote,US,L
